rn,bnk_type,cregnum,ogrn,bnk_name,opf,reg_date,lic_status,bnk_addr,regn,bank_name,bank_name_norm
558,,2721,1021100000074.0,"""Северный Народный Банк"" (АО)",НПАО,1994-02-25,Действующая,"167000, Республика Коми, г.Сыктывкар, ул.Первомайская, 68",2721,"""Северный Народный Банк"" (АО)",СЕВЕРНЫЙ НАРОДНЫЙ БАНК
559,,2644,1021100000030.0,"""БАНК ГОРОД"" (АО)",НПАО,1994-01-06,Отозванная,"115280, г.Москва, 1-й Автозаводский проезд, д. 4, корп. 1",2644,"""БАНК ГОРОД"" (АО)",ГОРОД
560,,1663,1021100000085.0,"ПАО ""Банк Премьер Кредит""",ПАО,1991-12-16,Отозванная,"111250, г.Москва, улица Солдатская, дом 8, корпус 1",1663,"ПАО ""Банк Премьер Кредит""",ПРЕМЬЕР КРЕДИТ
561,,2027,1021100000393.0,"КБ ""Геобанк"" (ООО)",ООО (Паевое),1992-08-27,Отозванная,"115230, город Москва, Каширское шоссе, дом 3, корпус 2, строение 9, комната № 11, этаж 2.",2027,"КБ ""Геобанк"" (ООО)",ГЕОБАНК
562,,2802,1021200004748.0,"Банк ""Йошкар-Ола"" (ПАО)",ПАО,1994-04-22,Действующая,"424006, Республика Марий Эл, г.Йошкар-Ола, ул. Панфилова, д.39 г",2802,"Банк ""Йошкар-Ола"" (ПАО)",ЙОШКАР-ОЛА
563,,2423,1021500000279.0,"ИАБ ""Диг-Банк"" (ОАО)",ОАО (АО),1993-07-12,Отозванная,"362003, Республика Северная Осетия-Алания, г. Владикавказ, ул.Нальчикская, 1 ""А""",2423,"ИАБ ""Диг-Банк"" (ОАО)",ИАБ ДИГ-БАНК
564,,3298,1021500000730.0,"АО ""Классик Эконом Банк""",НПАО,1996-07-24,Действующая,"362025, Республика Северная Осетия - Алания , г.Владикавказ, ул. Фрунзе,24",3298,"АО ""Классик Эконом Банк""",КЛАССИК ЭКОНОМ БАНК
565,,3315,1021500000202.0,"АКБ ""БРР"" (ОАО)",ОАО (АО),1997-08-25,Отозванная,"362019, Республика Северная Осетия-Алания, г.Владикавказ, ул. Шмулевича, 8а",3315,"АКБ ""БРР"" (ОАО)",БРР
566,,2896,1021500000147.0,"ПАО АКБ ""1Банк""",ПАО,1994-06-10,Отозванная,"362040, Республика Северная Осетия-Алания, г.Владикавказ, ул. Станиславского, 10",2896,"ПАО АКБ ""1Банк""",1БАНК
567,,1614,1020900001781.0,"АО ""Заубер Банк""",НПАО,1992-01-22,Отозванная,"197198, Россия, Санкт-Петербург, Большой Проспект П.С., д.25/2, лит.А, пом.9Н",1614,"АО ""Заубер Банк""",ЗАУБЕР БАНК
568,,2035,1020900001770.0,"ПАО АКБ ""РФА""",ПАО,1992-08-26,Отозванная,"127051, г. Москва, Малый Каретный пер.,  д. 11-13, стр. 1",2035,"ПАО АКБ ""РФА""",РФА
569,,2729,1020900001946.0,"ООО КБ ""Развитие""",ООО (Паевое),1994-03-04,Отозванная,"369000,  Карачаево-Черкесская Республика, г.Черкесск, ул. Красноармейская, 64",2729,"ООО КБ ""Развитие""",РАЗВИТИЕ
570,,438,1021600000840.0,"ООО ""Камкомбанк""",ООО (Паевое),1992-03-24,Действующая,"423800, Республика Татарстан, город Набережные Челны, улица Гидростроителей, дом 21",438,"ООО ""Камкомбанк""",КАМКОМБАНК
571,,2554,1021600000047.0,"ООО КБ ""Камский горизонт""",ООО (Паевое),1993-10-29,Отозванная,"423834, Республика Татарстан, г.Набережные Челны, Московский проспект, д.120",2554,"ООО КБ ""Камский горизонт""",КАМСКИЙ ГОРИЗОНТ
572,,415,1231600067654.0,"АО Банк ""Аверс""",НПАО,1990-09-25,Действующая,"420111, г.Казань, ул.Мусы Джалиля, д.3",415,"АО Банк ""Аверс""",АВЕРС
573,,2590,1021600000124.0,"ПАО ""АК БАРС"" БАНК",ПАО,1993-11-29,Действующая,"420066, г.Казань, ул.Декабристов,1",2590,"ПАО ""АК БАРС"" БАНК",АК БАРС БАНК
574,,2587,1021600000839.0,"ПАО ""АКИБАНК""",ПАО,1993-11-25,Действующая,"423827, Республика Татарстан, город Набережные Челны, проспект Мира, д.88а",2587,"ПАО ""АКИБАНК""",АКИБАНК
575,,1581,1021600000146.0,"АО ""Тимер Банк""",НПАО,1991-10-03,Действующая,"115054, г. Москва, ул. Бахрушина, д. 23, стр. 2",1581,"АО ""Тимер Банк""",ТИМЕР БАНК
576,,2070,1151600000100.0,"ООО ""АЛТЫНБАНК""",ООО (Паевое),1992-09-10,Действующая,"420124, г.Казань, улица Фатыха Амирхана, д.15",2070,"ООО ""АЛТЫНБАНК""",АЛТЫНБАНК
577,,1973,1021600000366.0,"ООО ""АвтоКредитБанк""",ООО (Паевое),1992-07-22,Действующая,"420081, г.Казань, пр-т А. Камалеева, д.16а",1973,"ООО ""АвтоКредитБанк""",АВТОКРЕДИТБАНК
578,,728,1021600002500.0,"ООО ""ТАТАГРОПРОМБАНК""",ООО (Паевое),1990-11-11,Отозванная,"420097, Республика Татарстан, г.Казань, ул.Зинина, д.4",728,"ООО ""ТАТАГРОПРОМБАНК""",ТАТАГРОПРОМБАНК
579,,817,1021600000586.0,"""Банк Заречье"" (АО)",НПАО,1990-11-16,Действующая,"420032, г.Казань, ул.Лукницкого, д.2",817,"""Банк Заречье"" (АО)",ЗАРЕЧЬЕ
580,,1917,1021600003160.0,"АО ""Булгар банк""",НПАО,1992-06-12,Отозванная,"150040, г. Ярославль, проспект Ленина, д. 37/73",1917,"АО ""Булгар банк""",БУЛГАР БАНК
581,,889,1021600000597.0,"""АНКОР БАНК"" (АО)",НПАО,1992-12-09,Отозванная,"420101, г.Казань, ул. Братьев Касимовых, 47",889,"""АНКОР БАНК"" (АО)",АНКОР БАНК
582,,3206,1021600000498.0,"""Соверен Банк"" (АО)",НПАО,1995-01-27,Отозванная,"105120, г. Москва, пер. Полуярославский Б., д. 12",3206,"""Соверен Банк"" (АО)",СОВЕРЕН БАНК
583,,1732,1021600000751.0,"АО ""ИК Банк""",НПАО,1992-03-27,Действующая,"420043, г.Казань, ул.Вишневского,24",1732,"АО ""ИК Банк""",ИК БАНК
584,,2207,1021600000421.0,"АКБ ""Спурт"" (ПАО)",ПАО,1992-12-22,Отозванная,"420107, г.Казань, ул.Спартаковская, дом 2",2207,"АКБ ""Спурт"" (ПАО)",СПУРТ
585,,480,1021600000256.0,"АО ""ТАТСОЦБАНК""",НПАО,1990-10-12,Действующая,"420111, г.Казань, ул.Чернышевского, 18/23",480,"АО ""ТАТСОЦБАНК""",ТАТСОЦБАНК
586,,2705,1081600001097.0,"ПАО ""ИнтехБанк""",ПАО,1994-02-21,Отозванная,"420021, г.Казань, ул.Шигабутдина Марджани, д.24",2705,"ПАО ""ИнтехБанк""",ИНТЕХБАНК
587,,3058,1021600000036.0,"ПАО ""Татфондбанк""",ПАО,1994-08-24,Отозванная,"420111, г.Казань, ул.Чернышевского, д. 43/2",3058,"ПАО ""Татфондбанк""",ТАТФОНДБАНК
588,,1455,1021600000806.0,"АО ""Автоградбанк""",НПАО,1991-04-26,Отозванная,"423831, Республика Татарстан, г.Набережные Челны, проспект  Хасана Туфана,43",1455,"АО ""Автоградбанк""",АВТОГРАДБАНК
589,,67,1021600000289.0,"АКБ ""Энергобанк"" (АО)",НПАО,1991-10-30,Действующая,"420111, Республика Татарстан,  г.Казань, ул.Пушкина, д.13/52",67,"АКБ ""Энергобанк"" (АО)",ЭНЕРГОБАНК
590,,708,1021600000014.0,"ООО КБЭР ""Банк Казани""",ООО (Паевое),1990-11-02,Действующая,"420066, г.Казань, ул.Солдатская, д.1",708,"ООО КБЭР ""Банк Казани""",КБЭР БАНК КАЗАНИ
591,,1309,1021700000046.0,"АО БАНК ""НБТ""",НПАО,1990-12-28,Отозванная,"667000, Республика Тыва, г.Кызыл, ул.Тувинских добровольцев, 18",1309,"АО БАНК ""НБТ""",НБТ
592,,1745,1021800001508.0,"ПАО ""БыстроБанк""",ПАО,1992-04-02,Действующая,"426008, Удмуртская Республика, г.Ижевск, ул.Пушкинская,268",1745,"ПАО ""БыстроБанк""",БЫСТРОБАНК
593,,2523,1021800001190.0,"ОАО ""УРАЛЬСКИЙ ТРАСТОВЫЙ БАНК""",ОАО (АО),1993-10-05,Отозванная,"426008, Удмуртская Республика, г. Ижевск, ул. Пушкинская, 268",2523,"ОАО ""УРАЛЬСКИЙ ТРАСТОВЫЙ БАНК""",УРАЛЬСКИЙ ТРАСТОВЫЙ БАНК
594,,646,1021800000090.0,"АО ""Датабанк""",НПАО,1990-10-30,Действующая,"426076, Удмуртская Республика, г.Ижевск, ул. Ленина, 30",646,"АО ""Датабанк""",ДАТАБАНК
595,,1049,1021900002563.0,"ООО ""Хакасский муниципальный банк""",ООО (Паевое),1990-12-03,Действующая,"655017, Республика Хакасия, г.Абакан, ул.Хакасская, 73",1049,"ООО ""Хакасский муниципальный банк""",ХАКАССКИЙ МУНИЦИПАЛЬНЫЙ БАНК
596,,3265,1022100000317.0,"ООО КБ ""Мегаполис""",ООО (Паевое),1995-08-09,Отозванная,"428032, Чувашская Республика-Чувашия, г.Чебоксары, ул.Ярославская, дом 23",3265,"ООО КБ ""Мегаполис""",МЕГАПОЛИС
597,,1280,1022100000064.0,"АКБ ""ЧУВАШКРЕДИТПРОМБАНК"" ПАО",ПАО,1990-12-24,Отозванная,"428018, Чувашская Республика, г.Чебоксары, Проспект Московский,3",1280,"АКБ ""ЧУВАШКРЕДИТПРОМБАНК"" ПАО",ЧУВАШКРЕДИТПРОМБАНК
598,,1060,1022100008325.0,"КБ ""БДБ"" (ООО)",ООО (Паевое),1990-12-03,Отозванная,"429060, Чувашская Республика, г.Ядрин, ул.Красноармейская, 5",1060,"КБ ""БДБ"" (ООО)",БДБ
599,,1059,1027739435668.0,"КБ ""МРБ"" (ООО)""",ООО (Паевое),1990-12-03,Отозванная,"109341, г. Москва, ул. Люблинская, д. 151",1059,"КБ ""МРБ"" (ООО)""",МРБ
600,,1284,1022100008336.0,Банк СБРР (ООО),ООО (Паевое),1990-12-25,Отозванная,"625003, г. Тюмень, ул. Клары Цеткин, дом 61, корп. 1/2",1284,Банк СБРР (ООО),СБРР
601,,1249,1021400000380.0,"Банк ""Таатта"" АО",НПАО,1990-12-20,Отозванная,"677018, Республика Саха (Якутия), г. Якутск, ул. Чепалова, д. 36",1249,"Банк ""Таатта"" АО",ТААТТА
602,,2602,1031403918138.0,"АКБ ""Алмазэргиэнбанк"" АО",НПАО,1993-12-06,Действующая,"677000, Республика Саха (Якутия), город. Якутск, проспект Ленина, 1",2602,"АКБ ""Алмазэргиэнбанк"" АО",АЛМАЗЭРГИЭНБАНК
603,,3505,1124700000160.0,"АО ""БАНК БЕРЕЙТ""",НПАО,2012-01-17,Действующая,"187015, Ленинградская область, Тосненский район, г.п. Красный Бор, ул. Промышленная, д. 3, пом.II",3505,"АО ""БАНК БЕРЕЙТ""",БЕРЕЙТ
604,,3507,1123500000216.0,"""СеверСтройБанк"" АО",НПАО,2012-03-11,Действующая,"160009, г. Вологда, ул. Мальцева, д.52.",3507,"""СеверСтройБанк"" АО",СЕВЕРСТРОЙБАНК
605,Расчетная НКО,3508,1121200000316.0,"НКО ""МОНЕТА"" (ООО)",ООО (Паевое),2012-06-04,Действующая,"424000, г. Йошкар-Ола, ул. Гоголя, д. 2, строение ""А""",3508,"НКО ""МОНЕТА"" (ООО)",МОНЕТА
606,Платежная НКО,3509,1127711000020.0,"НКО ""ЭПС"" (ООО)",ООО (Паевое),2012-06-27,Аннулированная,"115093, г. Москва, ул. Павловская, д. 7, стр. 1",3509,"НКО ""ЭПС"" (ООО)",ЭПС
607,Расчетная НКО,3511,1127711000042.0,"РНКО ""ВК Платёжные решения"" (ООО)",ООО (Паевое),2012-08-02,Действующая,"125167, г. Москва, Ленинградский проспект, д. 39, стр. 79",3511,"РНКО ""ВК Платёжные решения"" (ООО)",РНКО ВК ПЛАТЕЖНЫЕ РЕШЕНИЯ
608,Расчетная НКО,3510,1127711000031.0,"ООО НКО ""ЮМани""",ООО (Паевое),2012-08-02,Действующая,"115035, город Москва, Садовническая улица, дом 82, строение 2",3510,"ООО НКО ""ЮМани""",ЮМАНИ
